soc_code,occupation_title,aioe_score,ilo_score,gpts_are_gpts_score,gpts_are_gpts_human_score,composite_exposure_score,impact_pattern,job_zone,anthropic_1p_automation_share,anthropic_1p_augmentation_share,employment_growth_rate,skill__active_learning,skill__active_listening,skill__critical_thinking,skill__learning_strategies,skill__mathematics,skill__monitoring,skill__reading_comprehension,skill__science,skill__speaking,skill__writing,ilo_task_mean,ilo_task_std,tot_emp_2023,tot_emp_2024,tot_emp_2025
15-2021,Mathematicians,1.472319,0.56,1.0,0.6904761904761905,2.1754097158523296,Transformation,5.0,95.67500000000001,4.325,-0.043749815992480734,4.0,3.38,4.12,3.25,5.0,3.0,4.0,3.62,3.25,3.62,0.56,0.09,2220.0,2220.0,2030.0
15-2031,Operations Research Analysts,1.40002,0.56,0.6290322580645161,0.6290322580645161,1.5900406080076968,Transformation,5.0,97.095,2.9050000000000002,-0.04056663312309383,3.88,4.0,4.0,3.0,4.5,2.88,4.0,3.25,4.0,4.0,0.56,0.09,117880.0,107760.0,108510.0
15-2041,Statisticians,1.382724,0.56,0.7247368421052631,0.7252631578947368,1.7290750842716263,Transformation,5.0,97.91499999999999,2.085,-0.015478727048102492,3.875,3.88,4.0,3.25,4.75,3.0,4.0,3.75,3.94,3.815,0.56,0.09,29950.0,29800.0,29030.0
15-2051,Data Scientists,,0.57,0.6948232323232323,0.5815025252525253,1.8716132483794066,Transformation,4.0,96.25333333333333,3.746666666666666,0.16697859138182158,3.706666666666667,3.7533333333333334,4.043333333333333,2.8766666666666665,3.793333333333333,3.33,3.92,2.1666666666666665,3.793333333333333,3.6666666666666665,0.57,0.1,192710.0,233440.0,262440.0
15-2091,Mathematical Technicians,0.7559803,,,,0.7559803074827623,,,,,,,,,,,,,,,,,,,,
15-2099,"Mathematical Science Occupations, All Other",,0.57,0.8666666666666667,0.65,2.2616086204460277,Transformation,4.0,94.49000000000001,5.51,-0.072039272861663,3.5,3.5,3.5,2.75,3.38,3.25,3.75,3.12,3.38,3.5,0.57,0.1,4320.0,4660.0,3720.0
17-1011,"Architects, Except Landscape and Naval",1.047142,0.37,0.4883720930232558,0.4302325581395348,0.7877517251849321,Automation,5.0,88.31,11.690000000000001,-0.01998929756749479,3.75,3.88,4.25,3.12,3.5,3.88,4.0,2.88,4.0,3.88,0.37,0.08,111170.0,111140.0,106770.0
17-1012,Landscape Architects,1.034388,0.37,0.4210526315789473,0.3684210526315789,0.6816469090984221,Automation,4.0,93.81,6.1899999999999995,-0.019082412883336786,3.5,4.12,3.88,2.88,3.12,3.12,4.12,2.75,4.12,3.62,0.37,0.08,20370.0,19580.0,19600.0
17-1021,Cartographers and Photogrammetrists,0.8169979,0.44,0.52,0.46,0.9327275897710338,Transformation,4.0,98.66,1.3399999999999999,0.07542028601160755,3.25,3.38,3.5,2.88,2.88,3.12,4.0,1.88,3.12,3.5,0.44,0.12,12330.0,12790.0,14260.0
17-1022,Surveyors,0.1460606,0.44,0.5100694444444445,0.4197916666666667,0.694057019579176,Transformation,4.0,86.66,13.34,0.0008864813363582691,3.315,3.69,3.815,3.06,4.0600000000000005,3.19,3.94,2.87,3.5,3.685,0.44,0.12,50740.0,53080.0,50830.0
17-2011,Aerospace Engineers,1.338738,0.32,0.5714285714285714,0.5178571428571428,0.8864438179031571,Augmentation,4.0,91.825,8.175,0.007845015445091086,3.88,3.88,4.12,3.12,4.0,3.75,4.12,4.0,3.88,4.0,0.32,0.07,66660.0,68440.0,67710.0
17-2021,Agricultural Engineers,0.9409636,0.32,0.4259259259259259,0.3333333333333333,0.5337087124837393,Augmentation,4.0,62.489999999999995,37.510000000000005,-0.10798042357177906,3.25,4.0,3.88,2.88,3.75,3.25,4.0,3.38,4.0,4.0,0.32,0.07,1860.0,1680.0,1480.0
17-2031,Biomedical Engineers,0.9874239,0.3,0.5897435897435898,0.5384615384615384,0.7473815211502607,Augmentation,4.0,89.33,10.67,0.10241594281518118,3.75,4.0,3.88,3.25,3.88,3.75,4.0,3.88,4.0,4.0,0.3,0.08,19320.0,21860.0,23480.0
17-2041,Chemical Engineers,1.341336,0.35,0.4615384615384615,0.3461538461538461,0.7955494665223557,Transformation,4.0,87.925,12.075,-0.0016570019668319391,3.88,3.25,4.12,2.88,3.75,3.12,4.0,4.12,3.5,3.12,0.35,0.12,21140.0,20330.0,21070.0
17-2051,Civil Engineers,1.282867,0.3,0.48214285714285715,0.45454545454545453,0.6830640245920655,Augmentation,4.0,82.52166666666666,17.478333333333335,0.05907242221064224,3.25,3.8766666666666665,3.9599999999999995,3.0400000000000005,3.8800000000000003,3.3733333333333335,3.9599999999999995,3.4166666666666665,3.8766666666666665,3.75,0.3,0.06,327950.0,355410.0,367840.0
17-2061,Computer Hardware Engineers,1.141812,0.42,0.7272727272727273,0.3181818181818182,1.3049319528292391,Transformation,4.0,82.755,17.244999999999997,-0.03697689483128319,3.75,3.88,4.0,2.88,3.25,3.12,4.0,2.88,3.88,3.88,0.42,0.13,82660.0,75710.0,76660.0
17-2071,Electrical Engineers,1.126725,0.31,0.5625,0.40625,0.7774300112868072,Augmentation,4.0,94.84,5.16,0.03529369587834785,3.88,3.88,4.0,3.0,3.38,3.5,4.0,3.0,3.88,4.12,0.31,0.08,185430.0,188790.0,198750.0
17-2072,"Electronics Engineers, Except Computer",0.6654578,0.44999999999999996,0.6200980392156863,0.447829131652661,1.0584952664276852,Transformation,4.0,91.82,8.18,0.002538009416945819,3.12,3.75,3.94,2.81,3.06,3.25,3.81,2.5,3.815,3.375,0.44999999999999996,0.125,96410.0,93940.0,96900.0
17-2081,Environmental Engineers,1.343561,0.38,0.5555555555555556,0.5,1.0130397691068902,Automation,4.0,85.2,14.8,-0.019498009967663488,3.75,4.0,4.0,3.0,3.38,4.0,4.0,3.38,4.0,4.0,0.38,0.07,39880.0,37950.0,38340.0
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.9948935,0.3,0.5042307692307693,0.5676923076923077,0.6204915858700998,Augmentation,4.0,90.3075,9.6925,-0.023829001732417088,3.565,3.815,4.0,3.185,3.0,3.25,4.0,3.06,3.81,3.815,0.3,0.08,22510.0,23220.0,21450.0
17-2112,Industrial Engineers,1.13787,0.37,0.554355036527489,0.520044259585133,0.9178257401051342,Automation,4.25,95.52250000000001,4.4775,0.04821145704937724,3.4675000000000002,3.94,3.9375,3.0625,3.4675000000000002,3.66,4.03,3.06,3.94,3.875,0.37,0.07,332870.0,350230.0,365740.0
17-2121,Marine Engineers and Naval Architects,0.5472173,0.32,0.4210526315789473,0.4035087719298245,0.39508671379057286,Augmentation,4.0,96.435,3.565,-0.08988283555794407,3.5,3.75,4.12,2.88,3.62,3.38,3.88,3.5,3.75,3.75,0.32,0.07,9960.0,8440.0,8250.0
17-2131,Materials Engineers,1.037278,0.295,0.4878048780487805,0.3170731707317073,0.5973505934351614,Augmentation,4.0,91.4,8.600000000000001,-0.03849995392020422,3.75,4.0,4.0,3.0,4.0,3.25,4.0,4.0,4.0,4.0,0.295,0.065,24630.0,22770.0,22770.0
17-2141,Mechanical Engineers,1.004709,0.32,0.5312935096519228,0.5007630338957288,0.7143769835034691,Augmentation,4.0,81.67166666666667,18.328333333333333,0.027216810220691334,3.5,3.75,4.0,2.9599999999999995,3.7099999999999995,3.33,3.9599999999999995,3.5833333333333335,3.67,3.67,0.32,0.07,281290.0,286760.0,296810.0
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",1.34695,0.29,0.4814814814814814,0.5,0.6785903793394855,Augmentation,4.0,93.86,6.140000000000001,-0.07067962271541484,3.5,3.88,4.0,3.12,3.75,3.75,4.0,3.5,4.0,4.0,0.29,0.05,7040.0,6770.0,6080.0
17-2161,Nuclear Engineers,1.303009,0.3,0.55,0.475,0.7924450124368049,Augmentation,4.0,96.46000000000001,3.54,0.09645017660258204,3.88,4.0,4.12,3.0,4.0,4.0,4.0,4.12,3.75,4.0,0.3,0.08,12710.0,14740.0,15280.0
17-2171,Petroleum Engineers,1.247779,0.29,0.5277777777777778,0.4305555555555555,0.7155790825157721,Augmentation,4.0,94.525,5.475,-0.05886860737440869,3.75,3.88,4.0,3.0,3.25,3.75,4.0,3.38,3.88,3.88,0.29,0.05,20390.0,18970.0,18060.0
17-2199,"Engineers, All Other",0.787566,0.3,0.5226496200276688,0.4461732967325073,0.5792499044410018,Augmentation,4.25,87.005,12.995000000000001,0.010147861404848024,3.515,3.7824999999999998,3.96875,3.0324999999999998,3.59625,3.45375,3.9225,3.4675000000000002,3.64125,3.78375,0.3,0.08,150990.0,150750.0,154070.0
17-3011,Architectural and Civil Drafters,0.9233925,0.35,0.54,0.52,0.7749462689431352,Transformation,3.0,94.385,5.615,-0.033746695314286645,3.12,3.5,3.62,2.62,3.12,3.25,3.75,2.12,3.25,3.25,0.35,0.11,111070.0,109550.0,103700.0
17-3012,Electrical and Electronics Drafters,0.910166,0.35,0.5744680851063829,0.4893617021276595,0.8226872068085775,Transformation,3.0,96.41499999999999,3.585,-0.06911992308270587,3.25,3.62,3.5,2.62,2.75,3.0,3.38,1.88,3.25,3.5,0.35,0.11,20680.0,20020.0,17920.0
17-3013,Mechanical Drafters,0.8410071,0.35,0.5,0.4655172413793103,0.6869649813517501,Transformation,3.0,87.175,12.825,-0.056087980971980755,3.25,3.25,3.38,2.75,3.25,3.0,3.25,1.88,3.12,3.0,0.35,0.11,44850.0,39900.0,39960.0
17-3019,"Drafters, All Other",,0.35,,,0.42878348010702577,Transformation,,,,-0.06579539776236476,,,,,,,,,,,0.35,0.11,16580.0,16010.0,14470.0
17-3021,Aerospace Engineering and Operations Technicians,0.3909402,0.26,0.325,0.225,0.04866399180581574,Augmentation,3.0,99.555,0.445,0.029636040521042295,3.0,3.62,3.88,2.88,3.0,3.12,3.75,3.12,3.62,3.12,0.26,0.08,10640.0,9060.0,11280.0
17-3022,Civil Engineering Technicians,0.9323219,0.28,0.5909090909090909,0.4772727272727273,0.6811095913986777,Augmentation,3.0,96.5,3.5,0.038285365852755326,2.88,3.75,3.88,2.25,3.62,3.25,3.75,2.75,3.38,3.25,0.28,0.07,63560.0,62130.0,68520.0
17-3023,Electrical and Electronic Engineering Technicians,0.3515252,0.36,0.4056603773584905,0.330188679245283,0.4059036997576353,Transformation,3.0,95.36,4.640000000000001,-0.01182312658339879,3.12,3.38,3.75,2.62,2.88,3.25,3.88,2.12,3.38,3.25,0.36,0.075,97420.0,92710.0,95130.0
17-3024,Electro-Mechanical Technicians,-0.3040507,0.265,0.3873555840821566,0.22111681643132214,-0.0762394456464977,Augmentation,3.0,96.1525,3.8475,0.005194840151234947,3.12,3.435,3.75,2.94,2.94,3.435,3.565,2.75,3.185,3.185,0.265,0.065,15360.0,14680.0,15520.0
17-3025,Environmental Engineering Technicians,0.0438054,0.26,0.4078947368421052,0.4342105263157894,0.05837106660344179,Augmentation,4.0,88.4,11.600000000000001,-0.05946005687403977,3.75,3.88,3.88,3.0,3.0,3.38,3.88,3.38,3.38,3.12,0.26,0.05,13780.0,12500.0,12190.0
17-3026,Industrial Engineering Technicians,0.6106679,0.26,0.41903073286052006,0.3683510638297872,0.2641738527438086,Augmentation,3.5,92.10499999999999,7.895,0.017311131952629788,3.25,3.75,3.94,2.875,3.25,3.25,4.0,3.31,3.25,3.435,0.26,0.05,73020.0,73410.0,75570.0
17-3027,Mechanical Engineering Technicians,-0.1192367,0.26,0.37868480725623577,0.3151927437641723,-0.04017054936997167,Augmentation,3.0,92.205,7.795,-0.03583338485930643,3.06,3.5,3.625,2.565,3.185,3.12,3.685,2.81,3.56,3.375,0.26,0.08,38930.0,37450.0,36190.0
17-3028,Calibration Technologists and Technicians,,0.28,0.4,0.2666666666666666,0.12223892000941872,Augmentation,3.0,94.075,5.925,0.11854130208860125,,,,,,,,,,,0.28,0.052500000000000005,13220.0,15320.0,16540.0
17-3029,"Engineering Technicians, Except Drafters, All Other",0.1941278,0.28,0.26877394636015317,0.2601532567049808,-0.05234145570421167,Augmentation,2.5,89.55,10.45,-0.048534283821301316,3.25,3.5,3.44,2.935,2.935,3.315,3.69,2.75,3.12,3.185,0.28,0.052500000000000005,66200.0,64410.0,59930.0
17-3031,Surveying and Mapping Technicians,0.0852324,0.28,0.5,0.5106382978723404,0.2612021345667756,Augmentation,3.0,91.66,8.34,0.017334152516711443,2.88,3.12,3.5,2.75,3.25,3.12,3.62,2.38,3.0,2.88,0.28,0.07,56050.0,56720.0,58010.0
19-1011,Animal Scientists,1.041358,0.4,0.53125,0.84375,0.9251994262420079,Transformation,5.0,57.69,42.31,0.12256964221647126,3.88,3.88,4.0,3.25,3.38,3.75,4.12,4.0,3.88,4.0,0.4,0.1,2460.0,2470.0,3100.0
19-1012,Food Scientists and Technologists,0.7943575,0.4,0.3461538461538461,0.5,0.5628178166319676,Transformation,4.0,100.0,0.0,-0.03758577797718876,4.0,3.88,4.0,3.0,3.12,3.62,4.0,3.88,3.88,3.88,0.4,0.1,14100.0,14370.0,13060.0
19-1013,Soil and Plant Scientists,0.6320696,0.345,0.4891304347826087,0.6304347826086957,0.5884566388499185,Transformation,5.0,90.68,9.32,-0.0022176488566434394,4.0,3.88,4.0,3.25,3.25,3.25,4.0,4.0,4.0,3.88,0.345,0.1,15800.0,16600.0,15730.0
19-1020,Biologists,0.752081,,,,0.7520810074794858,,,,,,,,,,,,,,,,,,,,
19-1021,Biochemists and Biophysicists,0.9060509,0.4,0.4545454545454546,0.4431818181818182,0.7640440649107122,Transformation,5.0,94.135,5.865,0.009747549898895924,4.12,4.12,4.25,4.0,3.88,3.88,4.38,4.75,4.12,4.25,0.4,0.1,33180.0,34520.0,33830.0
19-1022,Microbiologists,0.6955647,0.4,0.3958333333333333,0.3125,0.605051310939939,Transformation,4.0,96.93,3.07,-0.062293043579792595,3.88,3.88,4.0,3.62,3.12,3.62,4.12,4.62,3.88,4.0,0.4,0.1,21540.0,19760.0,18940.0
19-1023,Zoologists and Wildlife Biologists,0.3175953,0.4,0.4523809523809523,0.5238095238095237,0.5646173340333234,Transformation,4.0,95.99000000000001,4.01,0.029392598966505812,3.88,4.0,3.88,3.12,3.12,3.25,4.0,4.0,4.0,4.0,0.4,0.1,17100.0,16920.0,18120.0
19-1029,"Biological Scientists, All Other",1.010193,0.4,0.5492120286984489,0.4608940157303575,0.9419874122128808,Transformation,5.0,92.83125000000001,7.16875,-0.044864633959346145,3.91,4.0,4.03,3.4699999999999998,3.8475,3.4699999999999998,4.2825,4.3725000000000005,4.0,4.0925,0.4,0.1,61220.0,59710.0,55850.0
19-1031,Conservation Scientists,0.0690313,0.38,0.43944088230583583,0.4796405829757388,0.412516522310709,Automation,4.0,97.7575,2.2425,0.06707886579947453,3.206666666666667,3.92,3.7099999999999995,2.92,2.706666666666667,3.4599999999999995,3.8766666666666665,2.9133333333333336,3.8733333333333335,3.5866666666666664,0.38,0.04,22790.0,25590.0,25950.0
19-1032,Foresters,-0.184381,0.29,0.3676470588235294,0.3676470588235294,-0.004083310928427212,Transformation,4.0,,,0.05057303587313888,3.25,3.88,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.75,0.29,0.1,9450.0,9650.0,10430.0
19-1041,Epidemiologists,1.436287,0.4,0.4423076923076923,0.5576923076923077,0.9222738542355855,Transformation,5.0,91.08500000000001,8.915,0.08711461300921797,4.0,4.12,4.25,3.5,3.75,3.62,4.25,4.12,4.12,4.12,0.4,0.1,10230.0,11460.0,12090.0
19-1042,"Medical Scientists, Except Epidemiologists",1.279928,0.4,0.5227272727272727,0.5681818181818182,0.9918279824614132,Transformation,5.0,90.71000000000001,9.29,0.12314519587644956,4.12,4.0,4.0,3.38,3.62,3.62,4.0,4.12,4.12,4.25,0.4,0.1,136620.0,156300.0,172340.0
19-1099,"Life Scientists, All Other",,0.4,,,0.8012933656212258,Transformation,,,,-0.002004679597112813,,,,,,,,,,,0.4,0.1,7490.0,7320.0,7460.0
19-2011,Astronomers,1.373737,0.38,0.4375,0.421875,0.8444818926116483,Transformation,5.0,96.06,3.9400000000000004,0.0095695960312836,4.0,4.0,4.12,3.75,4.12,3.38,4.25,4.25,4.0,4.12,0.38,0.14,2080.0,1560.0,2120.0
19-2012,Physicists,1.345736,0.38,0.75,0.6363636363636364,1.3079567225645632,Transformation,5.0,96.19,3.8099999999999996,0.05515472734457383,4.5,4.12,4.62,4.0,4.5,3.75,4.5,4.88,4.5,4.38,0.38,0.14,18350.0,21340.0,20430.0
19-2021,Atmospheric and Space Scientists,1.373917,0.54,0.5652173913043478,0.6086956521739131,1.4351205473760242,Transformation,4.0,93.175,6.825,0.03639464301430251,4.0,4.0,4.0,3.12,3.38,3.12,4.12,4.0,4.0,3.88,0.54,0.13,9310.0,8780.0,10000.0
19-2031,Chemists,0.5011251,0.39,0.38,0.4,0.4914484880220766,Transformation,4.0,96.675,3.325,-0.004559658982598136,3.62,3.75,4.0,3.0,3.75,3.5,4.0,4.12,3.88,3.75,0.39,0.1,83530.0,83250.0,82770.0
19-2032,Materials Scientists,1.032757,0.33999999999999997,0.4827586206896551,0.5172413793103449,0.6999616363503528,Augmentation,4.0,86.93,13.07,-0.019486108468142804,3.75,4.0,4.0,3.0,3.5,3.12,4.0,4.0,3.75,3.88,0.33999999999999997,0.07500000000000001,8810.0,8330.0,8470.0
19-2041,"Environmental Scientists and Specialists, Including Health",1.014113,0.38,0.5217162952137376,0.7103039146935072,0.8520254016251799,Automation,4.75,84.9425,15.057500000000001,0.051445184069142336,3.6550000000000002,3.9699999999999998,3.94,3.0625,3.2199999999999998,3.4025,4.0625,3.435,3.94,3.94,0.38,0.04,80730.0,84930.0,89250.0
19-2042,"Geoscientists, Except Hydrologists and Geographers",0.7143481,0.36,0.4666666666666667,0.4777777777777778,0.6191464007102961,Transformation,4.0,75.14,24.86,-0.02363428566777459,3.38,3.88,4.0,3.12,3.5,3.0,4.25,4.25,4.0,4.0,0.36,0.1,24620.0,22510.0,23470.0
19-2043,Hydrologists,0.6405071,0.36,0.5,0.53125,0.6449656403298729,Transformation,4.0,70.37,29.63,-0.024695169603307088,3.75,3.88,4.12,3.0,3.88,3.25,3.88,3.88,3.75,3.75,0.36,0.1,6150.0,5720.0,5850.0
19-2099,"Physical Scientists, All Other",1.140157,,0.4565217391304347,0.4456521739130434,0.8669576045427656,,4.0,85.33500000000001,14.665,0.03493260394898123,3.38,3.88,4.0,3.12,3.75,3.38,4.0,3.88,3.88,3.88,,,20820.0,22580.0,22300.0
19-3011,Economists,1.403764,0.55,0.5526315789473684,0.6173245614035088,1.4508613668901147,Automation,5.0,87.6875,12.3125,0.040881758686539094,3.815,4.0,4.0600000000000005,3.185,4.0600000000000005,3.31,4.0600000000000005,2.13,3.75,4.0600000000000005,0.55,0.08,16420.0,15880.0,17790.0
19-3022,Survey Researchers,1.42653,0.56,0.625,0.84375,1.5927765198865957,Transformation,5.0,96.975,3.0250000000000004,0.006086483464524228,3.88,4.25,4.25,3.25,4.0,3.12,4.25,2.88,4.25,4.25,0.56,0.09,8190.0,7720.0,8290.0
19-3031,"Clinical, Counseling, and School Psychologists",1.456361,,,,1.4563610080712615,,,,,,,,,,,,,,,,,,,,
19-3032,Industrial-Organizational Psychologists,1.402475,0.39,0.4888888888888889,0.5888888888888889,0.956645948877154,Transformation,5.0,97.21000000000001,2.79,-0.12422018106025312,3.88,4.38,4.12,3.62,3.5,3.88,4.38,3.75,4.12,4.25,0.39,0.14,1030.0,1050.0,790.0
19-3033,Clinical and Counseling Psychologists,,0.39,0.3703703703703703,0.5092592592592592,0.46475591899913776,Transformation,5.0,80.87,19.130000000000003,0.029266426553289593,3.88,4.25,4.25,3.62,2.25,3.75,4.75,2.38,4.12,4.25,0.39,0.14,71730.0,72190.0,75990.0
19-3034,School Psychologists,,0.39,0.3918918918918919,0.5810810810810811,0.5135985985306195,Transformation,5.0,70.345,29.655,0.009115958805041569,3.88,4.5,4.12,3.88,2.88,4.0,4.62,2.5,4.62,4.12,0.39,0.14,62790.0,63830.0,63940.0
19-3039,"Psychologists, All Other",1.389854,0.39,0.4543650793650793,0.28174603174603174,0.9002048673414462,Transformation,5.0,75.30749999999999,24.6925,0.1400542780526186,3.815,4.4399999999999995,4.25,3.5,2.81,3.62,4.3100000000000005,3.12,4.125,4.13,0.39,0.14,14480.0,17790.0,18820.0
19-3041,Sociologists,1.411125,0.48,0.5384615384615385,0.6153846153846154,1.258037997259934,Transformation,5.0,84.35,15.649999999999999,-0.11568844833100544,4.0,4.12,4.0,3.88,2.88,3.5,4.0,3.12,4.12,4.0,0.48,0.12,2890.0,2950.0,2260.0
19-3051,Urban and Regional Planners,1.227516,0.41,0.4772727272727273,0.5795454545454546,0.930419163183691,Automation,5.0,97.41,2.59,0.01787721362608763,3.25,4.12,4.0,3.0,3.0,3.0,4.0,2.62,4.12,3.88,0.41,0.06,42690.0,43040.0,44230.0
19-3091,Anthropologists and Archeologists,0.6965665,0.48,0.4396551724137931,0.5172413793103449,0.8703590643507187,Transformation,5.0,94.88,5.12,0.07912361294743486,3.88,4.12,4.12,3.38,2.75,3.5,4.12,3.0,4.25,4.25,0.48,0.12,7720.0,8070.0,8990.0
19-3092,Geographers,1.436298,0.48,0.4999999999999999,0.375,1.2082371822974551,Transformation,4.0,89.195,10.805,-0.0207635068130676,3.62,3.75,4.0,3.12,3.0,3.0,4.12,3.38,4.0,4.12,0.48,0.12,1460.0,1380.0,1400.0
19-3093,Historians,1.098921,0.47,0.4736842105263157,0.5,1.031128737487775,Automation,5.0,94.15,5.85,0.0653020327834879,4.0,4.0,4.12,3.25,2.0,3.0,4.75,2.62,4.0,4.12,0.47,0.06,3040.0,3140.0,3450.0
19-3094,Political Scientists,1.418863,0.47,0.4791666666666666,0.5416666666666666,1.1460709568164635,Automation,5.0,97.06,2.94,-0.0035906758672729078,4.12,4.12,4.0,3.5,3.0,2.88,4.25,2.62,4.12,4.0,0.47,0.06,5580.0,5950.0,5540.0
19-3099,"Social Scientists and Related Workers, All Other",1.328048,0.53,0.5232558139534884,0.6627906976744186,1.3315095593580966,Automation,4.0,94.68,5.32,0.02648815502448265,3.75,4.0,4.0,3.0,3.38,3.12,4.0,2.38,4.0,4.0,0.53,0.08499999999999999,35210.0,36970.0,37100.0
19-4011,Agricultural and Food Science Technicians,0.095719,,,,0.0957190069279737,,,,,,,,,,,,,,,,,,,,
19-4012,Agricultural Technicians,,0.26,0.4097222222222222,0.3333333333333333,0.06980133941585845,Transformation,3.0,85.07249999999999,14.927499999999998,0.07264641993777388,3.25,3.5,3.5,2.94,3.065,3.185,3.63,2.815,3.375,3.31,0.26,0.09,13150.0,14340.0,15130.0
19-4013,Food Science Technicians,,0.26,0.3571428571428571,0.2857142857142857,-0.04952651925677723,Transformation,3.0,99.58,0.42,-0.01961300650651654,3.0,3.5,3.25,2.88,2.75,3.12,3.75,3.25,3.5,3.5,0.26,0.09,15190.0,14200.0,14600.0
19-4021,Biological Technicians,0.3012355,0.38,0.4166666666666666,0.2666666666666666,0.455460825869428,Transformation,4.0,96.655,3.3449999999999998,-0.049067151558824684,3.5,3.88,3.75,2.88,3.0,3.38,4.0,3.75,3.38,3.5,0.38,0.18,76990.0,76190.0,69620.0
19-4031,Chemical Technicians,0.0628057,0.26,0.3928571428571428,0.3928571428571428,0.0419528128863411,Transformation,3.0,96.46,3.54,0.01474455601322755,3.38,3.88,4.0,3.12,3.0,3.88,4.0,4.12,3.38,3.88,0.26,0.09,55880.0,55640.0,57540.0
19-4041,Geological and Petroleum Technicians,0.0832659,,,,0.0832659069175099,,,,,,,,,,,,,,,,,,,,
19-4042,"Environmental Science and Protection Technicians, Including Health",,0.38,0.4555555555555556,0.4222222222222222,0.6208310712909315,Transformation,4.0,91.38,8.62,0.03459755283203059,3.12,3.88,3.75,3.0,3.12,3.38,4.0,3.38,3.88,3.88,0.38,0.18,32390.0,39390.0,34670.0
19-4043,"Geological Technicians, Except Hydrologic Technicians",,0.27,0.3902439024390244,0.3048780487804878,0.062846655518373,Augmentation,4.0,99.08,0.9199999999999999,-0.11241316833383652,2.75,3.12,3.5,2.62,2.75,3.25,3.75,2.62,3.0,3.25,0.27,0.075,8860.0,9710.0,6980.0
